"","Survey","Quarter","StNo","HaulNo","Year","Month","Day","TimeShot","Stratum","HaulDur","StatRec","Depth","Distance","long","lati","Valid_Aphia","SpecCodeType","SpecCode","AreaType","AreaCode","LngtCode","LngtClass","Sex","Maturity","PlusGr","Age","IndWgt","NoAtALK","scientificname"
"5016","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",302,"F",62,NA,NA,168,1,"Glyptocephalus_cynoglossus"
"5017","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",318,"F",62,NA,NA,200,1,"Glyptocephalus_cynoglossus"
"5018","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",327,"M",62,NA,NA,222,1,"Glyptocephalus_cynoglossus"
"5019","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",328,"F",62,NA,NA,238,1,"Glyptocephalus_cynoglossus"
"5020","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",333,"F",62,NA,NA,276,1,"Glyptocephalus_cynoglossus"
"5021","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",339,"M",62,NA,NA,290,1,"Glyptocephalus_cynoglossus"
"5022","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",342,"F",62,NA,NA,246,1,"Glyptocephalus_cynoglossus"
"5023","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",350,"F",62,NA,NA,323,1,"Glyptocephalus_cynoglossus"
"5024","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",356,"F",62,NA,NA,286,1,"Glyptocephalus_cynoglossus"
"5025","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",366,"F",62,NA,NA,350,1,"Glyptocephalus_cynoglossus"
"5026","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127136,"W",127136,"0","31E3",".",363,"F",62,NA,NA,325,1,"Glyptocephalus_cynoglossus"
"5027","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",430,"F",62,NA,6,638,1,"Lepidorhombus_whiffiagonis"
"5028","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",485,"F",62,NA,8,1131,1,"Lepidorhombus_whiffiagonis"
"5029","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",485,"F",62,NA,NA,1131,1,"Lepidorhombus_whiffiagonis"
"5030","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",462,"F",62,NA,5,877,1,"Lepidorhombus_whiffiagonis"
"5031","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",462,"F",62,NA,NA,877,1,"Lepidorhombus_whiffiagonis"
"5032","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",459,"F",62,NA,8,834,1,"Lepidorhombus_whiffiagonis"
"5033","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",459,"F",62,NA,NA,834,1,"Lepidorhombus_whiffiagonis"
"5034","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",450,"F",62,NA,6,786,1,"Lepidorhombus_whiffiagonis"
"5035","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",450,"F",62,NA,NA,786,1,"Lepidorhombus_whiffiagonis"
"5036","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",430,"F",62,NA,NA,638,1,"Lepidorhombus_whiffiagonis"
"5037","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",523,"F",62,NA,NA,1261,1,"Lepidorhombus_whiffiagonis"
"5038","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",511,"F",62,NA,6,1190,1,"Lepidorhombus_whiffiagonis"
"5039","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",511,"F",62,NA,NA,1190,1,"Lepidorhombus_whiffiagonis"
"5040","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127146,"W",127146,"0","31E3",".",523,"F",62,NA,8,1261,1,"Lepidorhombus_whiffiagonis"
"5041","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127160,"W",127160,"0","31E3",".",260,"F",62,NA,NA,162,1,"Solea_solea"
"5042","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127160,"W",127160,"0","31E3",".",260,"F",62,NA,2,162,1,"Solea_solea"
"5043","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127160,"W",127160,"0","31E3",".",325,"F",62,NA,NA,332,1,"Solea_solea"
"5044","EVHOE",4,"W0683",149,2018,11,29,1545,3,0.516666666666667,"31E3",105,3658,-6.36495,51.10445,127160,"W",127160,"0","31E3",".",325,"F",62,NA,3,332,1,"Solea_solea"
"5045","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126484,"W",126484,"0","30E2",".",840,"M",62,NA,NA,3680,2,"Merluccius_merluccius"
"5046","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126484,"W",126484,"0","30E2",".",688,"M",62,NA,NA,2370,2,"Merluccius_merluccius"
"5047","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126484,"W",126484,"0","30E2",".",539,"M",62,NA,NA,933,2,"Merluccius_merluccius"
"5048","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126484,"W",126484,"0","30E2",".",480,"F",62,NA,NA,663,2,"Merluccius_merluccius"
"5049","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126484,"W",126484,"0","30E2",".",104,"U",NA,NA,NA,4,2,"Merluccius_merluccius"
"5050","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126484,"W",126484,"0","30E2",".",103,"U",NA,NA,NA,4,2,"Merluccius_merluccius"
"5051","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126484,"W",126484,"0","30E2",".",102,"U",NA,NA,NA,-9,2,"Merluccius_merluccius"
"5052","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126501,"W",126501,"0","30E2",".",470,"F",62,NA,NA,1060,1,"Phycis_blennoides"
"5053","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126501,"W",126501,"0","30E2",".",470,"F",62,NA,2,1060,1,"Phycis_blennoides"
"5054","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126554,"W",126554,"0","30E2",".",339,"M",62,NA,NA,568,1,"Lophius_budegassa"
"5055","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126554,"W",126554,"0","30E2",".",415,"M",62,NA,NA,940,1,"Lophius_budegassa"
"5056","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126554,"W",126554,"0","30E2",".",513,"F",62,NA,NA,1952,1,"Lophius_budegassa"
"5057","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126554,"W",126554,"0","30E2",".",541,"M",63,NA,NA,2257,1,"Lophius_budegassa"
"5058","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126554,"W",126554,"0","30E2",".",605,"F",62,NA,NA,3180,1,"Lophius_budegassa"
"5059","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126555,"W",126555,"0","30E2",".",425,"F",62,NA,NA,1323,1,"Lophius_piscatorius"
"5060","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,126555,"W",126555,"0","30E2",".",170,"U",61,NA,NA,74,1,"Lophius_piscatorius"
"5061","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",199,"U",61,NA,NA,33,1,"Glyptocephalus_cynoglossus"
"5062","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",364,"M",62,NA,NA,303,1,"Glyptocephalus_cynoglossus"
"5063","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",376,"F",62,NA,NA,411,1,"Glyptocephalus_cynoglossus"
"5064","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",199,"U",61,NA,NA,41,1,"Glyptocephalus_cynoglossus"
"5065","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",223,"U",61,NA,NA,56,1,"Glyptocephalus_cynoglossus"
"5066","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",238,"M",62,NA,NA,63,1,"Glyptocephalus_cynoglossus"
"5067","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",238,"U",61,NA,NA,75,1,"Glyptocephalus_cynoglossus"
"5068","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",249,"F",62,NA,NA,82,1,"Glyptocephalus_cynoglossus"
"5069","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",252,"F",62,NA,NA,93,1,"Glyptocephalus_cynoglossus"
"5070","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",290,"F",62,NA,NA,145,1,"Glyptocephalus_cynoglossus"
"5071","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",295,"M",62,NA,NA,158,1,"Glyptocephalus_cynoglossus"
"5072","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",312,"F",62,NA,NA,201,1,"Glyptocephalus_cynoglossus"
"5073","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",316,"F",62,NA,NA,209,1,"Glyptocephalus_cynoglossus"
"5074","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",319,"M",62,NA,NA,213,1,"Glyptocephalus_cynoglossus"
"5075","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",323,"M",62,NA,NA,194,1,"Glyptocephalus_cynoglossus"
"5076","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",331,"M",62,NA,NA,256,1,"Glyptocephalus_cynoglossus"
"5077","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",385,"M",62,NA,NA,388,1,"Glyptocephalus_cynoglossus"
"5078","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",385,"F",62,NA,NA,378,1,"Glyptocephalus_cynoglossus"
"5079","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",391,"F",62,NA,NA,432,1,"Glyptocephalus_cynoglossus"
"5080","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",397,"F",62,NA,NA,468,1,"Glyptocephalus_cynoglossus"
"5081","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",404,"F",62,NA,NA,437,1,"Glyptocephalus_cynoglossus"
"5082","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",410,"M",62,NA,NA,503,1,"Glyptocephalus_cynoglossus"
"5083","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",411,"F",62,NA,NA,692,1,"Glyptocephalus_cynoglossus"
"5084","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",150,"U",61,NA,NA,14,1,"Glyptocephalus_cynoglossus"
"5085","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",162,"U",61,NA,NA,20,1,"Glyptocephalus_cynoglossus"
"5086","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",337,"F",62,NA,NA,228,1,"Glyptocephalus_cynoglossus"
"5087","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",343,"M",62,NA,NA,267,1,"Glyptocephalus_cynoglossus"
"5088","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",343,"M",62,NA,NA,314,1,"Glyptocephalus_cynoglossus"
"5089","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",351,"F",62,NA,NA,318,1,"Glyptocephalus_cynoglossus"
"5090","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",423,"F",62,NA,NA,610,1,"Glyptocephalus_cynoglossus"
"5091","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",428,"F",62,NA,NA,575,1,"Glyptocephalus_cynoglossus"
"5092","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",440,"M",62,NA,NA,596,1,"Glyptocephalus_cynoglossus"
"5093","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",446,"F",62,NA,NA,653,1,"Glyptocephalus_cynoglossus"
"5094","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",450,"F",62,NA,NA,915,1,"Glyptocephalus_cynoglossus"
"5095","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",254,"F",62,NA,NA,88,1,"Glyptocephalus_cynoglossus"
"5096","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",265,"M",62,NA,NA,108,1,"Glyptocephalus_cynoglossus"
"5097","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",287,"U",61,NA,NA,145,1,"Glyptocephalus_cynoglossus"
"5098","EVHOE",4,"W0684",150,2018,11,30,751,3,0.5,"30E2",113,3627,-7.8191,50.65595,127136,"W",127136,"0","30E2",".",462,"F",62,NA,NA,754,1,"Glyptocephalus_cynoglossus"
"5099","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126484,"W",126484,"0","30E2",".",219,"U",NA,NA,NA,54,2,"Merluccius_merluccius"
"5100","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126484,"W",126484,"0","30E2",".",205,"F",61,NA,NA,43,2,"Merluccius_merluccius"
"5101","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126484,"W",126484,"0","30E2",".",105,"U",61,NA,NA,5,2,"Merluccius_merluccius"
"5102","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126484,"W",126484,"0","30E2",".",444,"F",62,NA,NA,541,2,"Merluccius_merluccius"
"5103","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126554,"W",126554,"0","30E2",".",300,"M",61,NA,NA,373,1,"Lophius_budegassa"
"5104","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126554,"W",126554,"0","30E2",".",361,"F",62,NA,NA,774,1,"Lophius_budegassa"
"5105","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126554,"W",126554,"0","30E2",".",431,"M",62,NA,NA,1412,1,"Lophius_budegassa"
"5106","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126554,"W",126554,"0","30E2",".",485,"M",62,NA,NA,1434,1,"Lophius_budegassa"
"5107","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126554,"W",126554,"0","30E2",".",582,"F",62,NA,NA,2716,1,"Lophius_budegassa"
"5108","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126554,"W",126554,"0","30E2",".",664,"F",62,NA,NA,4120,1,"Lophius_budegassa"
"5109","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,126555,"W",126555,"0","30E2",".",671,"F",62,NA,NA,4890,1,"Lophius_piscatorius"
"5110","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",343,"M",62,NA,NA,295,1,"Glyptocephalus_cynoglossus"
"5111","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",409,"F",62,NA,NA,546,1,"Glyptocephalus_cynoglossus"
"5112","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",414,"F",62,NA,NA,596,1,"Glyptocephalus_cynoglossus"
"5113","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",408,"M",62,NA,NA,470,1,"Glyptocephalus_cynoglossus"
"5114","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",419,"F",62,NA,NA,536,1,"Glyptocephalus_cynoglossus"
"5115","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",349,"F",62,NA,NA,316,1,"Glyptocephalus_cynoglossus"
"5116","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",421,"F",62,NA,NA,592,1,"Glyptocephalus_cynoglossus"
"5117","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",357,"F",62,NA,NA,304,1,"Glyptocephalus_cynoglossus"
"5118","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",359,"F",62,NA,NA,304,1,"Glyptocephalus_cynoglossus"
"5119","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",368,"F",62,NA,NA,351,1,"Glyptocephalus_cynoglossus"
"5120","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",384,"F",62,NA,NA,470,1,"Glyptocephalus_cynoglossus"
"5121","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",368,"F",62,NA,NA,428,1,"Glyptocephalus_cynoglossus"
"5122","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",381,"F",62,NA,NA,430,1,"Glyptocephalus_cynoglossus"
"5123","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",434,"F",62,NA,NA,656,1,"Glyptocephalus_cynoglossus"
"5124","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",435,"F",62,NA,NA,679,1,"Glyptocephalus_cynoglossus"
"5125","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",378,"F",62,NA,NA,128,1,"Glyptocephalus_cynoglossus"
"5126","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",378,"F",62,NA,NA,386,1,"Glyptocephalus_cynoglossus"
"5127","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",283,"F",62,NA,NA,370,1,"Glyptocephalus_cynoglossus"
"5128","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",276,"M",62,NA,NA,99,1,"Glyptocephalus_cynoglossus"
"5129","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",286,"F",62,NA,NA,154,1,"Glyptocephalus_cynoglossus"
"5130","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",305,"F",62,NA,NA,174,1,"Glyptocephalus_cynoglossus"
"5131","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",327,"M",62,NA,NA,231,1,"Glyptocephalus_cynoglossus"
"5132","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",331,"F",62,NA,NA,186,1,"Glyptocephalus_cynoglossus"
"5133","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",333,"F",62,NA,NA,242,1,"Glyptocephalus_cynoglossus"
"5134","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",213,"F",61,NA,NA,46,1,"Glyptocephalus_cynoglossus"
"5135","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",233,"F",61,NA,NA,65,1,"Glyptocephalus_cynoglossus"
"5136","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127136,"W",127136,"0","30E2",".",239,"F",61,NA,NA,83,1,"Glyptocephalus_cynoglossus"
"5137","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127146,"W",127146,"0","30E2",".",516,"M",62,NA,5,1176,1,"Lepidorhombus_whiffiagonis"
"5138","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127146,"W",127146,"0","30E2",".",516,"M",62,NA,NA,1176,1,"Lepidorhombus_whiffiagonis"
"5139","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127146,"W",127146,"0","30E2",".",495,"M",62,NA,7,1050,1,"Lepidorhombus_whiffiagonis"
"5140","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127146,"W",127146,"0","30E2",".",495,"M",62,NA,NA,1050,1,"Lepidorhombus_whiffiagonis"
"5141","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127146,"W",127146,"0","30E2",".",494,"M",62,NA,7,1180,1,"Lepidorhombus_whiffiagonis"
"5142","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127146,"W",127146,"0","30E2",".",494,"M",62,NA,NA,1180,1,"Lepidorhombus_whiffiagonis"
"5143","EVHOE",4,"W0685",151,2018,11,30,1009,3,0.5,"30E2",108,3662,-7.323,50.6657,127146,"W",127146,"0","30E2",".",445,"M",62,NA,7,683,1,"Lepidorhombus_whiffiagonis"
